Attack ID,Attack Date,Attack Time,Country / Territory,Certainty Level,Attack Type,Total Injured,Total Death,HC Facilities,HC Transport,HC Personnel,HC Supplies Assets,HC Warehouse Storage,HC Patients,HC Other,Type of Facility,Facility Other,HW Abduction,HW Arrest,HW Detention,Patient Abduction,Patient Arrest,Patient Detention
DRC001716,5/14/2019,19:45,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001721,5/14/2019,19:00,Democratic Republic of the Congo,Confirmed," Armed or violent search of health care personnel, facility or transport, Setting fire, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,NO,NO,,Other,Poste de Santé,0,0,0,0,0,0
AFG001885,5/14/2019,11:20,Afghanistan,Confirmed," Armed or violent search of health care personnel, facility or transport, Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,NO,YES,YES,NO,NO,,,,0,0,0,0,0,0
DRC001722,5/14/2019,Time Unknown,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001717,5/14/2019,06:00,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,Other,Centre de Santé,0,0,0,0,0,0
DRC001720,5/13/2019,19:00,Democratic Republic of the Congo,Confirmed," Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001703,5/13/2019,Time Unknown,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001723,5/13/2019,Time Unknown,Democratic Republic of the Congo,Confirmed, Setting fire,0,0,YES,NO,NO,NO,NO,NO,,Other,Centre de Traige,0,0,0,0,0,0
DRC001701,5/13/2019,02:10,Democratic Republic of the Congo,Confirmed," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,NO,NO,NO,,Other,CTE,0,0,0,0,0,0
NGA001700,5/12/2019,19:00,Nigeria,Confirmed," Assault (without weapons), Psychological violence/threat of violence/intimidation, Sexual assault, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001705,5/12/2019,16:00,Democratic Republic of the Congo,Confirmed," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR001693,5/11/2019,09:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Secondary,,0,0,0,0,0,0
SYR001692,5/11/2019,06:05,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
SYR001694,5/11/2019,00:50,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,YES,NO,,Secondary,Under non-Govemner of Syria local health directorate. ,0,0,0,0,0,0
oPt003178,5/10/2019,20:15,occupied Palestinian territories,Confirmed," Assault (without weapons), Psychological violence/threat of violence/intimidation",1,0,YES,NO,YES,NO,NO,YES,,Secondary,,0,0,0,0,0,0
oPt001711,5/10/2019,17:30,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001712,5/10/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001704,5/10/2019,12:00,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,Other,Centre de Santé,0,0,0,0,0,0
oPt003185,5/10/2019,06:00-12:00,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,NO,YES,YES,NO,NO,NO,,Other,Ambulance ,0,0,0,0,0,0
oPt003183,5/10/2019,12:00-18:00,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,YES,NO,NO,NO,NO,,Other,Ambulance ,0,0,0,0,0,0
oPt003184,5/10/2019,06:00-12:00,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,NO,YES,YES,NO,NO,NO,,,Ambulance ,0,0,0,0,0,0
oPt003182,5/10/2019,06:00-12:00,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,NO,YES,NO,NO,NO,,Other,Ambulance crew ,0,0,0,0,0,0
DRC001702,5/10/2019,10:50,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt003181,5/10/2019,06:00-12:00,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,YES,YES,NO,NO,NO,,Other,Ambulance ,0,0,0,0,0,0
oPt003180,5/10/2019,06:00-12:00,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,NO,YES,NO,NO,NO,,Other,Group of paramedics ,0,0,0,0,0,0
oPt003179,5/10/2019,12:00-18:00,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,NO,YES,YES,NO,NO,NO,,Other,Ambulance ,0,0,0,0,0,0
YEM003138,5/10/2019,10:00,Yemen,Confirmed," Militarization of a health care asset, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,YES,YES,,Secondary,,0,0,0,0,0,0
MLI001808,5/10/2019,08:30,Mali,Confirmed," Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Setting fire, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,YES,YES,YES,NO,YES,,Mobile Clinic,,0,0,0,0,0,0
SYR001685,5/9/2019,01:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
DRC001697,5/8/2019,22:00,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Psychological violence/threat of violence/intimidation",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001698,5/8/2019,18:00,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
LBY001729,5/8/2019,15:00,Libya,Confirmed, Assault (without weapons),0,0,YES,NO,NO,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
SYR001668,5/8/2019,13:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,NO,NO,YES,NO,NO,NO,,Other,Ambulance System,0,0,0,0,0,0
SYR001684,5/8/2019,13:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR001670,5/8/2019,12:35,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
LBY001672,5/8/2019,Time Unknown,Libya,Confirmed," Removal of health care assets (e.g. transport, supplies, materials), Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",3,0,NO,NO,NO,NO,NO,NO,,Other,Civilian ambulance,0,0,0,0,0,0
SYR001669,5/7/2019,12:45,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
SYR001671,5/7/2019,12:35,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
DRC001699,5/7/2019,11:00,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
DRC001696,5/7/2019,06:00-12:00,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Psychological violence/threat of violence/intimidation, Setting fire",0,0,YES,YES,NO,NO,NO,NO,,Other,Centre de Santé,0,0,0,0,0,0
LBY001667,5/7/2019,06:00,Libya,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
DRC001673,5/6/2019,13:10,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,NO,,Other,Centre de Santé,0,0,0,0,0,0
DRC001674,5/6/2019,Time Unknown,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001675,5/6/2019,Time Unknown,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR001656,5/6/2019,09:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
DRC001676,5/6/2019,07:30,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR001655,5/6/2019,02:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,YES,NO,,Tertiary,,0,0,0,0,0,0
DRC001677,5/5/2019,21:00,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR001653,5/5/2019,17:20,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",7,2,YES,NO,NO,YES,YES,YES,,Secondary,,0,0,0,0,0,0
SYR001652,5/5/2019,14:40,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,YES,NO,,Secondary,,0,0,0,0,0,0
SYR001654,5/5/2019,12:25,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Secondary,,0,0,0,0,0,0
AFG001884,5/5/2019,11:15,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001882,5/5/2019,11:10,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",4,1,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR001649,5/5/2019,11:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,2,NO,YES,YES,NO,NO,NO,,Other,staff members,0,0,0,0,0,0
oPt001661,5/4/2019,19:30,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,YES,NO,NO,NO,NO,,Other,Ambulance station,0,0,0,0,0,0
DRC001678,5/4/2019,06:30,Democratic Republic of the Congo,Confirmed," Armed or violent search of health care personnel, facility or transport, Assault (without weapons), Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Setting fire",0,0,YES,YES,NO,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
oPt001659,5/3/2019,17:30,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001709,5/3/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001679,5/3/2019,14:20,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Psychological violence/threat of violence/intimidation",4,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR001648,5/3/2019,12:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,Unknown,NO,,Primary,,0,0,0,0,0,0
oPt001660,5/3/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
YEM001681,5/2/2019,12:00-18:00,Yemen,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,NO,YES,NO,NO,NO,,Other,Vaccination mobile team,0,0,0,0,0,0
SYR001642,5/2/2019,11:20,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,NO,YES,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR001641,5/1/2019,11:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
LBY001728,5/1/2019,11:00,Libya,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
SYR001638,5/1/2019,09:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Secondary,,0,0,0,0,0,0
NGA001623,5/1/2019,04:30,Nigeria,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,YES,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR001621,4/30/2019,10:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
AFG001881,4/30/2019,09:30,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001636,4/29/2019,10:00,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001644,4/29/2019,08:30,Democratic Republic of the Congo,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
DRC001639,4/29/2019,07:30,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
LBY001628,4/28/2019,23:00,Libya,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,NO,NO,YES,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
SYR001601,4/28/2019,18:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,YES,NO,YES,NO,NO,,Secondary,,0,0,0,0,0,0
DRC001637,4/28/2019,13:25,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001680,4/28/2019,Time Unknown,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR001600,4/28/2019,02:15,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,YES,NO,YES,NO,NO,,Secondary,,0,0,0,0,0,0
LBY001604,4/28/2019,00:00,Libya,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,YES,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
NGA001603,4/27/2019,23:00,Nigeria,Confirmed," Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
oPt001618,4/26/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
YEM001597,4/24/2019,13:00,Yemen,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
DRC001643,4/24/2019,Time Unknown,Democratic Republic of the Congo,Confirmed,Other,0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
DRC001635,4/24/2019,08:00,Democratic Republic of the Congo,Confirmed," Removal of health care assets (e.g. transport, supplies, materials), Setting fire",0,0,YES,NO,NO,YES,NO,NO,,Other,Poste de Santé,0,0,0,0,0,0
YEM001595,4/23/2019,19:35,Yemen,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,YES,YES,NO,NO,,Primary,,4,0,0,0,0,0
oPt004579,4/23/2019,11:30,occupied Palestinian territories,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,NO,NO,NO,NO,Patient companion,,,0,0,0,0,0,1
DRC001634,4/23/2019,10:30,Democratic Republic of the Congo,Confirmed," Armed or violent search of health care personnel, facility or transport, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001645,4/20/2019,22:30,Democratic Republic of the Congo,Confirmed, Setting fire,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG001880,4/20/2019,09:25,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt001613,4/19/2019,18:30,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt001617,4/19/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001615,4/19/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001616,4/19/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001614,4/19/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001657,4/19/2019,14:30,Democratic Republic of the Congo,Confirmed," Setting fire, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,1,YES,YES,YES,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
oPt003020,4/19/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
YEM003137,4/18/2019,14:00,Yemen,Confirmed," Armed or violent search of health care personnel, facility or transport, Militarization of a health care asset, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials), Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,YES,YES,,Primary,,0,0,0,0,0,0
oPt003348,4/18/2019,00:00-06:00,occupied Palestinian territories,Confirmed," Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,NO,,Other,,0,0,0,0,0,0
LBY001567,4/17/2019,16:30,Libya,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,YES,NO,YES,NO,NO,,Tertiary,,0,0,0,0,0,0
DRC001554,4/16/2019,10:30,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001576,4/16/2019,09:50,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001575,4/16/2019,09:45,Democratic Republic of the Congo,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001579,4/15/2019,19:00,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001555,4/15/2019,19:00,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,YES,NO,NO,YES,,Other,Centre de Santé,0,0,0,0,0,0
DRC001556,4/15/2019,19:00,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Psychological violence/threat of violence/intimidation",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001578,4/15/2019,09:55,Democratic Republic of the Congo,Confirmed," Armed or violent search of health care personnel, facility or transport, Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,NO,NO,YES,NO,NO,,Other,Centre de Santé,0,0,0,0,0,0
DRC001557,4/15/2019,01:00,Democratic Republic of the Congo,Confirmed,Other,0,0,YES,NO,NO,NO,NO,NO,,Other,Centre de Santé,0,0,0,0,0,0
DRC001558,4/14/2019,12:30,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",2,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
LBY001543,4/13/2019,14:00,Libya,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",2,0,NO,YES,YES,NO,NO,NO,,Other,Ambulance,0,0,0,0,0,0
DRC001560,4/12/2019,22:30,Democratic Republic of the Congo,Confirmed, Assault (without weapons),0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001610,4/12/2019,17:20,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001612,4/12/2019,16:35,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001967,4/12/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001564,4/12/2019,15:00,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001611,4/12/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001609,4/12/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001607,4/12/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001608,4/12/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
